text,sentiment,label,text_clean
Mình thấy cách thức tham gia giải vẫn hơi rắc rối. Nếu đơn giản và thân thiện hơn thì tốt,negative,0,mình thấy cách_thức tham_gia giải vẫn hơi rắc_rối . nếu đơn_giản và thân_thiện hơn thì tốt
"Mình bức xúc vừa bị mất tiền vừa bị nhân viên tát nước vào mặt, nên mình đăng lên để mọi người biết mà tránh.Chu Liên nghĩ gặp quản lý cũng vậy thôi.Cung một nhà hết mà",negative,0,"mình bức_xúc vừa bị mất tiền vừa bị nhân_viên tát nước vào mặt , nên mình đăng lên để mọi người biết mà tránh . chu_liên nghĩ gặp quản_lý cũng vậy thôi . cung một nhà hết mà"
Vietcombank  Tks và hy vọng hợp tác..!!,positive,2,vietcombank cảm_ơn và hy_vọng hợp_tác . !
"# Tetyeuthuong , chúc BIDV  cùng toàn thể cán bộ đag làm việc tại BIDV 1 năm mới nhìu sức khỏe, thành công , chúc BIDV ngày càng phát triển hơn nữa.",positive,2,"tetyeuthuong , chúc bidv cùng toàn_thể cán_bộ đag làm_việc tại bidv 1 năm mới nhìu sức_khỏe , thành_công , chúc bidv ngày_càng phát_triển hơn_nữa ."
# Tetyeuthuong chúc mọi người vui vẻ hạnh phúc ! Chúc BIDV thịnh vượng thành công mới trong năm mới,positive,2,tetyeuthuong chúc mọi người vui_vẻ hạnh_phúc !_chúc bidv thịnh_vượng thành_công mới trong năm mới
"App rất dở, cần dùng thì lại báo"" Kết nối đến interface bị gián đoạn...."" đúng lúc cần gấp",negative,0,"app rất dở , cần dùng thì lại báo "" kết_nối đến interface bị gián_đoạn . "" đúng lúc cần gấp"
Xàm c,negative,0,xàm c
Ok cảm ơn nhiều,positive,2,ok cảm_ơn nhiều
Cảm ơn BIDV ! Một clip mang tính nhân văn sâu sắc ! BIDV là ngân hàng mà nhiều người bạn của tôi đang làm nhất cũng là ngân hàng mà tôi và cty của tôi sẽ luôn gắn bó và đồng hành >3,positive,2,cảm_ơn bidv ! một clip mang tính nhân_văn sâu_sắc !_bidv là ngân_hàng mà nhiều người bạn của tôi đang làm nhất cũng là ngân_hàng mà tôi và cty của tôi sẽ luôn gắn_bó và đồng_hành > 3
"gt thế thì đừng gt còn hơn ,",negative,0,"gt thế thì đừng gt còn hơn ,"
"thấy mua bán xài vcb nhiu` mak banking minh k chuyen bang tk, kho' thiệt",negative,0,"thấy mua_bán xài vcb nhiu `_mak banking_minh không chuyen_bang tk , kho ' thiệt"
BIDV. là ngân hàng lừa người nghèo khốn nạn nhất quốc gia. Ngu vào đây mà vay tiền.,negative,0,bidv . là ngân_hàng lừa người nghèo khốn_nạn nhất quốc_gia . ngu vào đây mà vay tiền .
Rất ý nghĩa.,positive,2,rất ý_nghĩa .
TÔI CŪNG XIN GÓ0 Ý .NV NH BIDV CHUA NGHIÊM TÚC.TÙ XA GOI VÊ GIÅI ĐÁP THĂC MĂC OF TÔI MÀ CÁU GĂT.TRÅ LOI THĖ CUA TÔI GIU KHÔNG AI LÀM GÌ ĐUOC.ĐÚNG..NHŮNG TK OF TÔI KIÊM TRA ONLINE NV BÅO VÊ ĐÃ BIÊT.KHI CÓ TIÊN TRONG TK THI CÓ THÊ CHUYÊN TIÊN ONLINE QUA TK KHÁC CHI CÂN 2 PHÚT LÀ XONG? XIN GIÅI ĐÁP DÙM TÔI,negative,0,tôi cūng xin gó0_ý . nv ngân_hàng bidv_chua nghiêm_túc . tù xa goi vê giåi đáp thăc măc of tôi mà cáu găt . trå_loi thė cua tôi giu không ai làm gì đuoc . đúng . nhůng tài_khoản of tôi kiêm_tra online nv båo_vê đã biêt . khi có tiên trong tài_khoản thi có thê chuyên_tiên online qua tài_khoản khác chi cân 2 phút là xong ? xin giåi đáp_dùm tôi
# Tetyeuthuong Chúc BIDV năm mới thắng lợi mới!,positive,2,tetyeuthuong chúc bidv năm mới thắng_lợi mới !
Dạ.em cảm ơn.,positive,2,dạ . em cảm_ơn .
Đồng hành cùng Bidv luôn được những ưu đãi tốt nhất,positive,2,đồng_hành cùng bidv luôn được những ưu_đãi tốt nhất
"#Tetyeuthuong năm 🐵 qua đi nằm 🐔 lại đến chúc tất cả Ace BIDV nói riêng và cả nước nói chung 1 năm mới An Khang thịnh vượng, sức khỏe dồi dào",positive,2,"tetyeuthuong năm : monkey_face : qua đi nằm : chicken : lại đến chúc tất_cả ace_bidv nói_riêng và cả nước nói_chung 1 năm mới an_khang thịnh_vượng , sức khỏe dồi_dào"
"Thiệt tình, mấy đại ca Vietcambank có rảnh thì làm sao mấy trụ ATM rút được tiền dùm cái. Lần nào cũng phải đi rút ké mấy ngân hàng khác. Thiệt nản,",negative,0,"thiệt_tình , mấy đại_ca vietcambank có rảnh thì làm_sao mấy trụ atm rút được tiền dùm cái . lần nào cũng phải đi rút ké mấy ngân_hàng khác . thiệt_nản ,"
Chờ đợi mãi hôm nay mới thấy đề cập đến tính năng cực kỳ lợi hại của Smartbanking,positive,2,chờ_đợi mãi hôm_nay mới thấy đề_cập đến tính_năng cực_kỳ lợi_hại của smartbanking
Tôi mở thẻ của bidv và cứ để nuôi thẻ 50k. Chả hiểu bidv ăn quỵt hết là sao. Bao nhiêu thẻ bidv chỉ cần ăn quỵt 50k mỗi lần như thế cungc đủ de bidv sông tren đất này.,negative,0,tôi mở thẻ của bidv và cứ để nuôi thẻ 50 k . chả hiểu bidv ăn_quỵt hết là sao . bao_nhiêu thẻ_bidv chỉ cần ăn_quỵt 50 k mỗi lần như_thế cungc đủ de bidv sông tren đất này .
"# Tetyeuthuong Chúc toàn thể các cán bộ, anh chị em BIDV có một cái tết sum vầy, đầm ấm bên gia đình thân yêu, gặp nhiều thành công trong năm mới",positive,2,"tetyeuthuong chúc toàn_thể các cán_bộ , anh_chị_em bidv có một cái tết sum_vầy , đầm_ấm bên gia_đình thân_yêu , gặp nhiều thành_công trong năm mới"
Nay mình dùng thẻ vcb master rút tiền ở cây mb mà bị cây b nuốt mất 1triêu. Rút thành công cây báo lỗi k ra tiền.,negative,0,nay mình dùng thẻ vcb master rút_tiền ở cây mb mà bị cây b nuốt mất 1 triêu . rút thành_công cây báo lỗi không ra tiền .
"# Tetyeuthuong kính chúc BIDV luôn phát triển rực rỡ, là niềm tin vững chắc cho mọi người",positive,2,"tetyeuthuong kính chúc bidv luôn phát_triển rực_rỡ , là niềm tin vững_chắc cho mọi người"
Thật sự ko hiểu hệ thống NH VCB lớn như vậy nhưng đi sao kê ở địa điểm giao dịch khác ko phải nơi mở TK y/ c về đúng dd mở tài khoản ban đầu mà lại còn tốn phí nữa. Càng ngày càng ko yêu nổi VCB nữa rồi :-(,negative,0,thật_sự không hiểu hệ_thống ngân_hàng vcb lớn như_vậy nhưng đi sao kê ở địa_điểm giao_dịch khác không phải nơi mở tài_khoản y / c về đúng dd mở tài_khoản ban_đầu mà_lại còn tốn_phí nữa . càng_ngày_càng không yêu nổi vcb nữa rồi : - (
Mình rất thích dùng E~Banking BIDV tiện lợi lắm,positive,2,mình rất thích dùng e_~ banking bidv tiện_lợi lắm
"Nơi đáng tin cậy nhất . Cho bạn cho tôi và cho mọi người , đó là BIDV - Ngân hàng TMCP Đầu Tư và Phát Triển Việt Nam .",positive,2,"nơi đáng tin_cậy nhất . cho bạn cho tôi và cho mọi người , đó là bidv - ngân_hàng tmcp đầu_tư và phát_triển việt_nam ."
"Cả một thành phố mà không có một bidv nào,nhiều khi muốn gửi tiền cũng đành thôi.",negative,0,"cả một thành_phố mà không có một bidv nào , nhiều khi muốn gửi tiền cũng đành thôi ."
# tetyeuthuong .chuc BIDV ngày càng phát triển mạnh là một ngân hàng tin cậy của mọi người,positive,2,tetyeuthuong . chuc bidv ngày_càng phát_triển mạnh là một ngân_hàng tin_cậy của mọi người
Da e cảm ơn,positive,2,da e cảm_ơn
"Tháng nào cũng tham gia rất tích cực mà chẳng thấy tên đâu , nản quá!",neutral,1,"tháng nào cũng tham_gia rất tích_cực mà chẳng thấy tên đâu , nản quá !"
Vâng ạ.e cảm ơn ak,positive,2,vâng ạ . e cảm_ơn ak
Cam on ban.,positive,2,cam on ban .
Chúc mừng BIDV phát triển hơn nhé,positive,2,chúc mừng_bidv phát_triển hơn nhé
Qua 45ngay thử xem. Lãi cắt cổ. Không Tin thì cứ thử là biết.,negative,0,qua 45 ngay thử xem . lãi cắt_cổ . không tin thì cứ thử là biết .
Đăng bidv online ở chi nhánh sao băt ra chi nhánh lấy mật khẩu bidv online mà ko gửi về sđt như bao ngân hàng.chứng tỏ bidv dịch vụ chăm sóc kh kém.tổng đài nói k đúng gì.đki đc rồi kêu ko lát sau lại bảo ko cấp trực tuyến như này bidv kém thật đội ngũ nv kém thế,negative,0,đăng bidv online ở chi_nhánh sao băt ra chi_nhánh lấy mật_khẩu bidv online mà không gửi về sđt như bao ngân_hàng . chứng_tỏ bidv dịch_vụ chăm_sóc kh kém . tổng_đài nói không đúng gì . đki được rồi kêu không lát sau lại bảo không cấp trực_tuyến như này bidv kém thật đội_ngũ nv kém thế
Gọi từ đêm qua đến giờ rồi vẫn không có ai nghe máy @@,negative,0,gọi từ đêm qua đến giờ rồi vẫn không có ai nghe máy
"Bạn Duy Khánh nói đúng. Tại sao lại vô lý nộp tiền cho chính mình lại mất phí??? Ví dụ nếu khác tỉnh thì chấp nhận dc vì đường sá, nhưng cùng tỉnh thì fai free, cái gì cũng tính phí thế há là ngân hàng lấy phí của dân để nuôi bộ máy à? Bảo sao thưởng Tết xong các thể loại Thưởng của Ngân hàng mới toàn một tháng rưỡi cho đến 6 tháng lương, tính ra cũng nhẹ 30tr thưởng, tiền của dân để lấy tiền bù vào thưởng à???",negative,0,"bạn duy_khánh nói đúng . tại_sao lại vô_lý nộp tiền cho chính mình lại mất_phí ? ví_dụ nếu khác tỉnh thì chấp_nhận được vì đường_sá , nhưng cùng tỉnh thì fai_free , cái gì cũng tính phí thế_há là ngân_hàng lấy phí của dân để nuôi bộ_máy à ? bảo sao thưởng tết xong các thể_loại thưởng của ngân_hàng mới toàn một tháng rưỡi cho đến 6 tháng lương , tính ra cũng nhẹ 30 tr_thưởng , tiền của dân để lấy tiền bù vào thưởng à ?"
"T dky E bank rồi, có xác nhận r mà khi liên kết ví momo lại ko dc là như nào?? Loằng ngoằng vkl",negative,0,"t dky e_bank rồi , có xác_nhận r mà khi liên_kết ví momo lại không được là như nào ? loằng_ngoằng vkl"
"# Tetyeuthuong chúc toàn bộ cán bộ BIDV luôn khỏe mạnh, hạnh phúc và thành công trong cuộc sống. Chúc ngân hàng ngày càng Phát triển và Thịnh vượng",positive,2,"tetyeuthuong chúc toàn_bộ cán_bộ bidv luôn khỏe mạnh , hạnh_phúc và thành_công trong cuộc_sống . chúc ngân_hàng ngày_càng phát_triển và thịnh_vượng"
Mình đã đăng ký làm thẻ Visa tại VCB Nha Trang nhưng lâu lắm rồi ko thấy trả lời. Nhờ AD kiểm tra hộ.,negative,0,mình đã đăng_ký làm thẻ visa tại vcb nha_trang nhưng lâu lắm rồi không thấy trả_lời . nhờ admin kiểm_tra hộ .
"dich vụ intenet banking của BIDV tệ thật, tôi nhập tài khoản mật khẩu đung mà bị khóa máy",negative,0,"dich vụ intenet_banking của bidv_tệ thật , tôi nhập tài_khoản mật_khẩu đung mà bị khóa máy"
Em chọn chuyển tiền trong nước. Chuyển đến số tk. Trong giờ hành chính thì thông báo ko thể thực hiện. Ngoài giờ hành chính thì thông báo hết phiên giao dịch.Như thẻ Vietcombank của em muốn chuyển cho ai cũng đc. Thậm chí 12h đêm vẫn chuyển đc.Em thấy BIDV như vậy bất tiện quá. Ad xem lại dùm em nhá.,negative,0,em chọn chuyển tiền trong nước . chuyển đến số tk . trong giờ_hành_chính thì thông_báo không_thể thực_hiện . ngoài giờ_hành_chính thì thông_báo hết phiên giao_dịch . như thẻ_vietcombank của em muốn chuyển cho ai cũng đc . thậm_chí 12 h đêm vẫn chuyển_đc . em thấy bidv như_vậy bất_tiện quá . admin xem_lại dùm em nhá .
Vietcombank  Thank you rất nhiều,positive,2,vietcombank cảm_ơn you rất nhiều
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV,năm mới gặp nhiều may mắn",positive,2,"tetyeuthuong chúc toàn_thể cán_bộ , anh_chị_em bidv , năm mới gặp nhiều may_mắn"
"Mình thấy câu dịch vụ tốt nhất cho kh khó lắm. Mình nộp tiền vào 15/07/2017 mà hôm nay thấy sai sai muốn xem lại bản kê từng loại tiền mà thu ngân lại nói đã huỷ hết chứng từ, vậy nên mình đang thiếu 1 tr chắc phải bù vậy. Một tuần làm việc ... Buồn",negative,0,"mình thấy câu dịch_vụ tốt nhất cho kh khó lắm . mình nộp tiền vào 15/07/2017 mà hôm_nay thấy sai sai muốn xem_lại bản kê từng loại tiền mà thu_ngân lại nói đã hủy hết chứng_từ , vậy nên mình đang thiếu 1 tr chắc phải bù vậy . một tuần làm_việc . buồn"
# tetyeuthuong Năm ms vui ve hanh phúc nha cả nhà BIDV,positive,2,tetyeuthuong năm ms vui ve_hanh phúc_nha cả nhà bidv
Chi cam on.,positive,2,chi cam_on .
Vâng cảm ơn a,positive,2,vâng cảm_ơn a
"Nhân viên vcb chi nhánh đinh tiên hoàng quận 1, hcm làm việc không tử tế, thắc mắc hỏi nhưg lơ không trả lời. Đến giao dịch trước lại xử lý sau cùng không theo thứ tự, nhân viên làm việc không mang thẻ tên, nhân viên này tên Liễu, và pgd này còn nhiều người thái độ với khách hàng bất lịch sự vô trách nhiệm, nhân viên nga, Kiều Thu.",negative,0,"nhân_viên vcb chi_nhánh đinh_tiên_hoàng quận 1 , hcm làm_việc không tử_tế , thắc_mắc hỏi nhưg lơ_không trả_lời . đến giao_dịch trước lại xử_lý sau_cùng không theo thứ_tự , nhân_viên làm_việc không mang thẻ tên , nhân_viên này tên liễu , và pgd này còn nhiều người thái_độ với khách_hàng bất_lịch_sự vô_trách_nhiệm , nhân_viên nga , kiều_thu ."
Cái lồn mẹ gio moi thong báo,negative,0,cái lồn mẹ gio moi thong báo
"Hồi làm giấy tờ nhà, thuế. Đang điên. Lúc qua Bidv gặp nv chi nhánh thấy dễ chịu hẳn. Thủ tục gọn.",positive,2,"hồi làm giấy_tờ nhà , thuế . đang điên . lúc qua bidv gặp nv chi_nhánh thấy dễ_chịu hẳn . thủ_tục gọn ."
Xin cam on ad,positive,2,xin cam_on admin
"Dịch vụ của BIDV rất thuận tiện và hữu ích, thích smartbanking lắm luôn",positive,2,"dịch_vụ của bidv rất thuận_tiện và hữu_ích , thích smartbanking lắm luôn"
"# tetyeuthuong chúc BIDV ngày càng thành công, lớn mạnh và được nhiều khách hàng yêu mến tin tưởng sử dụng :)) # tindungBIDV # yeumenBIDV",positive,2,"tetyeuthuong chúc bidv ngày_càng thành_công , lớn_mạnh và được nhiều khách_hàng yêu_mến tin_tưởng sử_dụng :)) tindungbidv yeumenbidv"
"Hơi bị lâu bạn, mình làm ở acb chỉ khoảng 30'",negative,0,"hơi bị lâu bạn , mình làm ở acb chỉ khoảng 30 '"
"Một dịch vụ tiện lợi cực kỳ, cho thẻ BIDV 5* với dịch vụ này 😍",positive,2,"một dịch_vụ tiện_lợi cực_kỳ , cho thẻ bidv 5 * với dịch_vụ này : smiling_face_with_heart-eyes :"
chúc BIDV ngày càng phát triển thêm nhá,positive,2,chúc bidv ngày_càng phát_triển thêm nhá
cảm ơn add nhiều',positive,2,cảm_ơn admin nhiều '
Mình gửi tiền và đăng kí bidv ngày 20/12 có nhận dc chương trình gì đâu . Làm thẻ master nữa chứ,negative,0,mình gửi tiền và đăng_kí bidv ngày 20/12 có nhận được chương_trình gì đâu . làm thẻ_master nữa chứ
"Quẹt cái đi, trả k kịp cái đi. Tính lãi điên cuồng 😑😑😑",negative,0,"quẹt cái đi , trả không kịp cái đi . tính lãi điên_cuồng : expressionless_face : : expressionless_face : : expressionless_face :"
Thích mấy cái chương trình ưu đãi của BIDV quá luôn🍀,positive,2,thích mấy cái chương_trình ưu_đãi của bidv quá luôn : four_leaf_clover :
"# tetyeuthuong chúc BIDV ngày càng lớn mạnh và phát triển, gặt hái nhiều thành công.",positive,2,"tetyeuthuong chúc bidv ngày_càng lớn_mạnh và phát_triển , gặt_hái nhiều thành_công ."
Vay can the chap rat kho cho nguoi dan k co tai san gia tri.,negative,0,vay can_the chap rat kho cho nguoi dan không co_tai san_gia_tri .
BIDV làm ăn như trò mèo ấy Máy ATM hết tiền cả ngày mà ko có khắc phục. Dân tình đi mấy chục cây số mới có đc cái atm. Vậy mà cả ngày cũng ko chịu bỏ tiền vô,negative,0,bidv làm_ăn như trò_mèo ấy máy atm hết tiền cả ngày mà không có khắc_phục . dân_tình đi mấy chục cây_số mới có được cái atm . vậy_mà cả ngày cũng không chịu bỏ tiền vô
Đọc cmt nhé bạn. Dịch vụ hiện đang rất kém cỏi khi bạn giao dịch ban đêm or ngày lễ :v,negative,0,đọc cmt nhé bạn . dịch_vụ hiện đang rất kém_cỏi khi bạn giao_dịch ban_đêm or ngày lễ : v
"#Tetyeuthuong   chuc toan the BIDV an khang thinh vuong,ngay cang phat trien",positive,2,"tetyeuthuong chuc_toan the bidv an_khang thinh_vuong , ngay cang phat trien"
cam on,positive,2,cam on
cảm ơn nhiều.,positive,2,cảm_ơn nhiều .
"Mih cug muon lam the ma thay dang bai nghe de toi chug nhan vien goi thi nghe du thu thu tuc het kho khan,0982120898",negative,0,"mih cug muon_lam the_ma thay dang bai nghe de toi chug nhan_vien goi thi nghe du_thu thu tuc het kho khan , 0982120898"
"Mình cũng có câu hỏi giống bạn này. Ad trả lời luôn đi chứ đừng bắt gọi số này số kia, ko nghe máy lòng vòng mệt lắm",negative,0,"mình cũng có câu hỏi giống bạn này . admin trả_lời luôn đi chứ đừng bắt gọi số này số kia , không nghe máy lòng_vòng mệt lắm"
Cảm ơn nhiều nhé,positive,2,cảm_ơn nhiều nhé
Nói chunh giờ mấy ngân hàng này hết tin tưởng rồi mình vẫn còn thẻ của BIDV nhưng giờ bỏ luôn rồi ko gd nữa,negative,0,nói chunh giờ mấy ngân_hàng này hết tin_tưởng rồi mình vẫn còn thẻ của bidv nhưng giờ bỏ luôn rồi không gd nữa
"Mình thấy mỗi ông Nông Nghiệp mới tỏ ra chảnh choẹ! Chứ đã giao dịch thì thấy nhanh,gọn,lẹ,phục vụ tốt nhất là Vietcombank,BIDV",positive,2,"mình thấy mỗi ông nông_nghiệp mới tỏ ra chảnh chọe ! chứ đã giao_dịch thì thấy nhanh , gọn , lẹ , phục_vụ tốt nhất là vietcombank , bidv"
Gọi tổng đài lúc nào cx bận ạ,negative,0,gọi tổng_đài lúc_nào cx bận ạ
# Tetyeuthuong chúc toàn thể cán bộ anh chị em BIDV 1 năm mới sức khỏe - tài lộc cả năm nhé,positive,2,tetyeuthuong chúc toàn_thể cán_bộ anh_chị_em bidv 1 năm mới sức_khỏe - tài_lộc cả năm nhé
Quà vip vãi,neutral,1,quà vip vãi
Chúc BIDV phát triển không ngừng tăng cao dịch vụ,positive,2,chúc bidv phát_triển không ngừng tăng cao dịch_vụ
Cam ob ad,positive,2,cam ob admin
Cứ bắt mình ra ngân hàng mới được cấp lại .. Phiền phức,negative,0,cứ bắt mình ra ngân_hàng mới được cấp lại . phiền_phức
Góp ý : các bạn kiểm tra lại hai máy ATM ở gần khách sạn Hasinco đường thái thịnh màn hình mờ loang rất khó giao dịch,negative,0,góp_ý : các bạn kiểm_tra lại hai máy atm ở gần khách_sạn hasinco đường thái_thịnh màn_hình mờ_loang rất khó giao_dịch
Toi yêu VCB,positive,2,toi yêu vcb
Thích vcb ở phong cách làm việc và chế độ đãi ngộ nhân viên :(,positive,2,thích vcb ở phong_cách làm_việc và chế_độ đãi_ngộ nhân_viên : (
Đinh Lệ Mỹ qua hay c ạ,negative,0,đinh_lệ_mỹ qua hay c ạ
tôi gặp sự cố về rút tiền. nhưng khi liên hệ cho trung tâm chăm sóc khách hàng thì k đc,negative,0,tôi gặp sự_cố về rút_tiền . nhưng khi liên_hệ cho trung_tâm chăm_sóc khách_hàng thì không được
Bidv dịch vụ tốt,positive,2,bidv dịch_vụ tốt
Cảm ơn vietcombank,positive,2,cảm_ơn vietcombank
"# Tetyeuthuong Chúc toàn thể cán bộ, anh chị em BIDV năm mới sức khỏe,phát tài- phát lộc, bình an và hạnh phúc .",positive,2,"tetyeuthuong chúc toàn_thể cán_bộ , anh_chị_em bidv năm mới sức_khỏe , phát_tài - phát_lộc , bình_an và hạnh_phúc ."
Chỉ thích BIDV nhân viên tận tình chu đáo mỗi khi đi giao dịch. Nhanh gọn nhẹ,positive,2,chỉ thích bidv nhân_viên tận_tình chu_đáo mỗi khi đi giao_dịch . nhanh gọn_nhẹ
Ngân hàng xàm l.... Đăng ký internet banking mà chẳng cho làm gì hết. Chuyển khoản cũng không. Liên kết với ví momo cũng không. Cái gì cũng đòi mã OTP. Mà đăng ký mã OTP cũng không.,negative,0,ngân_hàng xàm_l . đăng_ký internet banking mà chẳng cho làm gì hết . chuyển_khoản cũng không . liên_kết với ví_momo cũng không . cái gì cũng đòi mã otp . mà đăng_ký mã_otp cũng không .
"Bài này của NH bịp đấy, làm thẻ xong đặt lịch lúc nào cũng hết chỗ. Đừng có dại, mất thì giờ😓",negative,0,"bài này của ngân_hàng bịp đấy , làm thẻ xong đặt lịch lúc_nào cũng hết chỗ . đừng có dại , mất thì_giờ : downcast_face_with_sweat :"
Thanks a,positive,2,cảm_ơn a
Dạ e cảm ơn ạ,positive,2,dạ_e cảm_ơn ạ
"Vietcombank phòng giao dịch Chu Lai,  Núi Thành, Quảng Namm Lì xì đầu năm: Chương trình truyền thông 1 đằng, nhân viên làm 1 nẻo, thậm chí nhân viên ngân hàng phải đợi khách hàng nhắc mới thực hiện (nhân viên quày số 3), lại còn thái độ cười cợt, “Kí đ i rồi anh lì xì cho” ủa tôi đến xin tiền các anh à, nếu đã làm chương trình thì cũng phải làm cho đường hoàng tử tế, tôi không phải ăn xin mà đến quỳ lạy các anh để các anh lì xì. Ở chương trình truyền thông thì bảo sẽ cào thẻ cào tại quày với 4 mệnh giá trúng thưởng 30k, 50k, 80k, và 100k. Thực tế không có 1 cái thẻ cào nào cả, nhân viên chỉ đưa cho khách hàng 1 form và yêu cầu khách hàng chỉ kí thôi không làm gì cả, phía trên không cho khách tự điền, vì sao vậy??? như vậy liệu rằng thông tin phía trên có được chắc chắn điền đúng với số tiền lì xì mà khách hàng nhận hay không hay lại kê khai 1 đường khách hàng nhận 1 nẻo, và thực tế tôi nhận số tiền mệnh giá thấp nhất (30k). Với tổng số tiền lì xì lên đến 4 tỷ cho toàn bộ chương trình, thì nhân viên sẽ có thể rút ruột bao nhiêu từ chương trình????Và số tiền lì xì cũng phụ thuộc vào số tiền gửi của khách hàng, và độ quen biết với nhân viên. Chứng kiến một khách hàng quen nhận số tiền lì xì 100k, vì có vẻ bác này gửi tiết kiệm và thường xuyên đến giao dịch rút tiền lãi.",negative,0,"vietcombank phòng giao_dịch chu_lai , núi thành , quảng_namm lì_xì đầu năm : chương_trình truyền_thông 1 đằng , nhân_viên làm 1 nẻo , thậm_chí nhân_viên ngân_hàng phải đợi khách_hàng nhắc mới thực_hiện ( nhân_viên quày số 3 ) , lại còn thái_độ cười_cợt , “ kí đ i rồi anh lì_xì cho ” ủa tôi đến xin tiền các anh à , nếu đã làm chương_trình thì cũng phải làm cho đường_hoàng tử_tế , tôi không phải ăn_xin mà đến quỳ lạy các anh để các anh lì_xì . ở chương_trình truyền_thông thì bảo sẽ cào thẻ cào tại quày với 4 mệnh_giá trúng thưởng 30 k , 50 k , 80 k , và 100 k . thực_tế không có 1 cái thẻ_cào nào cả , nhân_viên chỉ đưa cho khách_hàng 1 form và yêu_cầu khách_hàng chỉ kí thôi không làm gì cả , phía trên không cho khách tự_điền , vì sao vậy ? như_vậy liệu rằng thông_tin phía trên có được chắc_chắn điền đúng với số tiền lì_xì mà khách_hàng nhận hay không hay lại kê_khai 1 đường khách_hàng nhận 1 nẻo , và thực_tế tôi nhận số tiền mệnh_giá thấp nhất ( 30 k ) . với tổng_số tiền lì_xì lên đến 4 tỷ cho toàn_bộ chương_trình , thì nhân_viên sẽ có_thể rút_ruột bao_nhiêu từ chương_trình ? và số tiền lì_xì cũng phụ_thuộc vào số tiền gửi của khách_hàng , và độ quen_biết với nhân_viên . chứng_kiến một khách_hàng quen nhận số tiền lì_xì 100 k , vì có_vẻ bác này gửi tiết_kiệm và thường_xuyên đến giao_dịch rút_tiền lãi ."
"Bidv gì chứ lừa đảo hả, gọi điện thì chẳng thèm tư vấn tắt máy luôn. Chẳng bao giờ muốn đăng ký gì bên ngân hàng này cả, bực mình",negative,0,"bidv gì chứ lừa_đảo hả , gọi điện thì chẳng thèm tư_vấn tắt máy luôn . chẳng bao_giờ muốn đăng_ký gì bên ngân_hàng này cả , bực_mình"
Như này là sao bidv xem lại từ ngàu m3-12 /6 khuyến mãi 50% mà sao tôi nộp 7h39 sáng nay sao mãi không có tiền khuyến mãi vậy. Troll nhau ha,negative,0,như này là sao bidv xem_lại từ ngàu m3-12 / 6 khuyến_mãi 50 % mà sao tôi nộp 7 h39 sáng nay sao mãi không có tiền khuyến_mãi vậy . troll nhau ha
"# Tetyeuthuong chúc BIDV cùng toàn thể a c e bạn bè có một năm mới nhiều niềm vui mới, tấn tài tấn lộc ,vạn sự như ý, happy new year 2017",positive,2,"tetyeuthuong chúc bidv cùng toàn_thể a_c e bạn_bè có một năm mới nhiều niềm vui mới , tấn tài tấn lộc , vạn_sự như_ý , happy new year 2017"
Ngân hàng ko thông báo hay gọi điên cho e nói gì về số tiền châm nợ hay châm lãi .mà bây giờ nói là thông báo cho e rồi là như nào .như thê cho vào tội vu khống ha a,negative,0,ngân_hàng_không thông_báo hay gọi điên cho e nói gì về số tiền châm nợ hay châm lãi . mà bây_giờ nói là thông_báo cho e rồi là như nào . như thê cho vào tội vu_khống ha a
Kho la cai chac,negative,0,kho la_cai chac
Quẹt thẻ thì toàn bị báo lỗi k nhận thẻ :)) Cái lúc chưa chạy ctrinh quay số thì quẹt chả lần nào báo lỗi :)),negative,0,quẹt thẻ thì toàn bị báo lỗi không nhận thẻ :))_cái lúc chưa chạy ctrinh quay số thì quẹt chả lần nào báo lỗi :))
Minh mn mo the ma ben tu van ko tu van ro rang thu tuc giay to gi het cu keu ra pgd vai ca noi,negative,0,minh mọi người mo the ma_ben tu_van không tu van_ro rang thu tuc giay to gi het cu keu ra pgd vai ca noi
Chi Ha hấp dẫn đó chứ,positive,2,chi ha hấp_dẫn đó chứ
Cơ hội thật sự hấp dẫn cho các doanh nghiệp mới bắt đầu khởi nghiệp,positive,2,cơ_hội thật_sự hấp_dẫn cho các doanh_nghiệp mới bắt_đầu khởi_nghiệp
Dc  cảm ơn ad,positive,2,được cảm_ơn admin
Ko minh muon vay lam nha nhung bidv ko co chi nhanh cho minh muốn vay để có ngoi nhà chắc chắn nhung khó qua bidv,negative,0,không minh_muon vay lam_nha nhung bidv không co_chi nhanh cho minh muốn vay để có ngoi nhà chắc_chắn nhung khó qua bidv
Nói chung các dịch vụ thanh toán giao dịch Vietcombank rất ok.,positive,2,nói_chung các dịch_vụ thanh_toán giao_dịch vietcombank rất ok .
Là thẻ Amex hạn mức 500tr đã bị mất sạch tiền và Vietcombank phủi trách nhiệm nhé.,negative,0,là thẻ amex hạn_mức 500 tr đã bị mất sạch tiền và vietcombank_phủi trách_nhiệm nhé .
Cảm ơn ban,positive,2,cảm_ơn ban
BIDV lừa đảo đấy mà,negative,0,bidv lừa_đảo đấy mà
