text,sentiment,label,text_clean
sao lam the ghi no lai can dieu kien nhu the tin dung the ad? doc ma ko hieu? muon lam the de mua hang cua nuoc ngoai ma kho khan the,negative,0,sao lam_the ghi no lai_can dieu kien nhu_the tin_dung the ad ? doc ma không hieu ? muon_lam the_de mua hang cua nuoc ngoai ma kho khan the
Rất hay và tiện dụng,positive,2,rất hay và tiện_dụng
ok thankyou ad,positive,2,ok thankyou admin
"oa được hoàn 5% giá vé ạ, mình phải sử dụng ngay mới được",positive,2,"oa được hoàn 5 % giá vé ạ , mình phải sử_dụng ngay mới được"
Sao hết giờ hành chính mà ko chuyển dc tiền ạ,negative,0,sao hết giờ_hành_chính mà không chuyển được tiền ạ
"Mình sử dụng dịch vụ thanh toán tiền điện của BIDV mấy năm nay rồi. Dịch vụ thật tiện lợi đặc biệt cho những người đi làm vắng nhà thường xuyên, ko phải lo bị cắt điện vì ko kịp nộp tiền.",positive,2,"mình sử_dụng dịch_vụ thanh_toán tiền điện của bidv mấy năm nay rồi . dịch_vụ thật tiện_lợi đặc_biệt cho những người đi làm vắng nhà thường_xuyên , không phải lo bị cắt điện vì không kịp nộp tiền ."
Làm quái j có khách hàng nào đc nhận thế mỗi ngày đâu,negative,0,làm quái_j có khách_hàng nào được nhận thế mỗi ngày đâu
Ngân hàng tốt nhất mình biết,positive,2,ngân_hàng tốt nhất mình biết
# Tetyeuthuong chúc bidv ngày càng phát triển,positive,2,tetyeuthuong chúc bidv ngày_càng phát_triển
Ngân hàng lởm lắm,negative,0,ngân_hàng lởm lắm
Cả nhà BIDV tuyệt vời quá. nghệ sĩ thực thụ.,positive,2,cả nhà bidv tuyệt_vời quá . nghệ_sĩ thực_thụ .
cam ơn ad,positive,2,cam_ơn admin
"Bạn Duy Khánh nói đúng. Tại sao lại vô lý nộp tiền cho chính mình lại mất phí??? Ví dụ nếu khác tỉnh thì chấp nhận dc vì đường sá, nhưng cùng tỉnh thì fai free, cái gì cũng tính phí thế há là ngân hàng lấy phí của dân để nuôi bộ máy à? Bảo sao thưởng Tết xong các thể loại Thưởng của Ngân hàng mới toàn một tháng rưỡi cho đến 6 tháng lương, tính ra cũng nhẹ 30tr thưởng, tiền của dân để lấy tiền bù vào thưởng à???",negative,0,"bạn duy_khánh nói đúng . tại_sao lại vô_lý nộp tiền cho chính mình lại mất_phí ? ví_dụ nếu khác tỉnh thì chấp_nhận được vì đường_sá , nhưng cùng tỉnh thì fai_free , cái gì cũng tính phí thế_há là ngân_hàng lấy phí của dân để nuôi bộ_máy à ? bảo sao thưởng tết xong các thể_loại thưởng của ngân_hàng mới toàn một tháng rưỡi cho đến 6 tháng lương , tính ra cũng nhẹ 30 tr_thưởng , tiền của dân để lấy tiền bù vào thưởng à ?"
vâng e cảm ơn!,positive,2,vâng e cảm_ơn !
Xạo đó. Mình làm giấy vậy mà chẳng trả lời cho hay ko . đừng có tin.,negative,0,xạo đó . mình làm giấy vậy_mà chẳng trả_lời cho_hay không . đừng có tin .
Tks ban nhớ,positive,2,cảm_ơn ban nhớ
hotline goi chan lam,negative,0,hotline goi chan_lam
"Mình là khách hàng của BiDV từ 2013, mình đánh giá đây là ngân hàng số 1 tại Việt Nam! Tác phong chuyên nghiệp, các giao dịch nhanh và thuận tiện.",positive,2,"mình là khách_hàng của bidv từ 2013 , mình đánh_giá đây là ngân_hàng số 1 tại việt_nam !_tác_phong chuyên_nghiệp , các giao_dịch nhanh và thuận_tiện ."
"Thật tuyệt vời, Bidv !",positive,2,"thật tuyệt_vời , bidv !"
Bidv chuyển tiền chậm quá. Chiều mình gửi Viettinbank để chuyển vào thẻ BIDV mà một buổi không thấy tiền đâu. Số tiền thì lớn. Đang có chuyện cực gấp mà lề mề quá Bidv ơi,negative,0,bidv chuyển tiền chậm quá . chiều mình gửi viettinbank để chuyển vào thẻ bidv mà một buổi không thấy tiền đâu . số tiền thì lớn . đang có chuyện cực gấp mà lề mề quá bidv ơi
"Ko hap dan dau lai suot cao qua co hon ngan hag co 0,9 phan tram thoi",negative,0,"không hap dan dau lai_suot cao qua co_hon ngan hag co_0,9 phan_tram thoi"
Chúc Bidv có 1 năm mới an khang thịnh vượng phát tài phát lộc và hạnh phúc và thành công cuộc sống mới,positive,2,chúc bidv có 1 năm mới an_khang thịnh_vượng phát_tài phát_lộc và hạnh_phúc và thành_công cuộc_sống mới
"Đã sử dụng Vietcombank đã lâu (17 năm), các dịch vụ rất tốt.",positive,2,"đã sử_dụng vietcombank đã lâu ( 17 năm ) , các dịch_vụ rất tốt ."
Mình cần hỗ trợ. Vừa gọi cho tổng đài không kết nối được. Bạn cho mình xin số CSKH :),negative,0,mình cần hỗ_trợ . vừa gọi cho tổng_đài không kết_nối được . bạn cho mình xin số cskh :)
Ahihi mình cũng đang dùng vietcombank cũng thấy nhiều tiện ích hay,positive,2,ahihi mình cũng đang dùng vietcombank cũng thấy nhiều tiện_ích hay
tôi gặp sự cố về rút tiền. nhưng khi liên hệ cho trung tâm chăm sóc khách hàng thì k đc,negative,0,tôi gặp sự_cố về rút_tiền . nhưng khi liên_hệ cho trung_tâm chăm_sóc khách_hàng thì không được
"Tôi muốn mở sổ tiết kiệm, nhưng tôi chưa hiểu quy trình đóng/mở sổ thế nào vậy?",neutral,1,"tôi muốn mở sổ tiết_kiệm , nhưng tôi chưa hiểu quy_trình đóng / mở sổ thế_nào vậy ?"
Xem lại vẫn thấy xúc động và tự hào về BIDV của mình!,positive,2,xem_lại vẫn thấy xúc_động và tự_hào về bidv của mình !
# Tetyeuthuong chúc BIDV năm mới làm ăn phát đạt,positive,2,tetyeuthuong chúc bidv năm mới làm_ăn phát_đạt
# tetyeuthuong chúc BIDV năm mới nhiều thắng lợi mới,positive,2,tetyeuthuong chúc bidv năm mới nhiều thắng_lợi mới
"Dạo ni lên BIDV nạp tiền Bảo hiểm nhân thọ Manulife cho khách chờ hơi lâu, phần vì khách đông, phần vì phần mềm thu hộ hay bị lỗi, nhưng phong cách làm việc của nhân viên tính từ thời điểm tưởng đánh nhau với nhân viên Ngân hàng nông nghiệp Can Lộc chạy ra đi vay 5tr với Trung Tran Minh mua điện thoại Nokia 7250 năm 2004 đến nay vẫn còn rất tuyệt vời.",negative,0,"dạo ni lên bidv_nạp tiền bảo_hiểm nhân_thọ manulife cho khách chờ hơi lâu , phần vì khách đông , phần vì phần_mềm thu_hộ hay bị lỗi , nhưng phong_cách làm_việc của nhân_viên tính từ thời_điểm tưởng đánh nhau với nhân_viên ngân_hàng nông_nghiệp can_lộc chạy ra đi vay 5 tr với trung_tran minh mua điện_thoại nokia 7250 năm 2004 đến nay vẫn còn rất tuyệt_vời ."
em làm được rồi cảm ơn adm nhiều,positive,2,em làm được rồi cảm_ơn adm nhiều
cam on,positive,2,cam on
Vẫn chưa có thanh toán tiền điện miền Tây,negative,0,vẫn chưa có thanh_toán tiền điện miền tây
cảm ơn bạn nhiều,positive,2,cảm_ơn bạn nhiều
Tôi chưa thể theo dõi được.,neutral,1,tôi chưa_thể theo_dõi được .
chuan luôn 10h toiis hqa.t bị mất 2t2,negative,0,chuan luôn 10 h toiis hqa . t bị mất 2 t2
Da e cam on chj,positive,2,da e_cam on chj
Vâng cảm ơn ad ạ,positive,2,vâng cảm_ơn admin ạ
Eo tin,negative,0,eo tin
Trò lừa đảo,negative,0,trò lừa_đảo
"có mỗi cái thẻ Platium là coi được, còn lại thì xấu tệ, xấu nhất cái thẻ Visa :(",negative,0,"có mỗi cái thẻ platium là coi được , còn lại thì xấu_tệ , xấu nhất cái thẻ visa : ("
BIDV đang tiến xa hơn với bạn bè láng giềng rồi ạ,positive,2,bidv đang tiến xa hơn với bạn_bè láng_giềng rồi ạ
Đó không thể xảy ra được.,neutral,1,đó không_thể xảy ra được .
Nay bị gì mà ko rút tiền đc. Bất tiện ghê,negative,0,nay bị gì mà không rút_tiền đc . bất_tiện ghê
"Lối vào vietcombank là tò mò nhất.  Vào ko biết tiền có vào thẻ chưa, 😁",negative,0,"lối vào vietcombank là tò_mò nhất . vào không biết tiền có vào thẻ chưa , : beaming_face_with_smiling_eyes :"
BIDV thật tuyệt vời!,positive,2,bidv thật tuyệt_vời !
Cảm ơn BIDV đã giúp mình gửi lời yêu thương đến mẹ nhân ngày 8/3. Mẹ mình rất vui. Yêu BIDV nhiều nhiều.,positive,2,cảm_ơn bidv đã giúp mình gửi lời yêu_thương đến mẹ nhân ngày 8/3 . mẹ mình rất vui . yêu bidv nhiều nhiều .
# Tetyeuthuong Chúc BIDV ngày càng phát triển thành công hơn nữa,positive,2,tetyeuthuong chúc bidv ngày_càng phát_triển thành_công hơn_nữa
Không rõ ngân hàng xử lý giao dịch nhanh hay chậm như thế nào?,neutral,1,không rõ ngân_hàng xử_lý giao_dịch nhanh hay chậm như_thế_nào ?
"Đừng nghe bọn này nó xàm .nay mất toi cả buổi đi tới đó hỏi làm cái thẻ tín dụng mà nó bảo fải có nhà ở đây ...mẹ kiếp có nhà ở đây thì giầu con mẹ nó rồi cần chó jì fải làm cái thẻ đó làm jì ,mất công ...tưởng chỉ cần lương chuyển khoản wa BADV và cmnd ,bản hợp đồng là ok rồi .mẹ kiếp ....thất vọng vô cùng ...",negative,0,"đừng nghe bọn này nó xàm . nay mất toi cả buổi đi tới đó hỏi làm cái thẻ_tín_dụng mà nó bảo_fải có nhà ở đây . mẹ kiếp có nhà ở đây thì giầu con mẹ nó rồi cần chó jì_fải làm cái thẻ đó làm jì , mất_công . tưởng chỉ cần lương chuyển_khoản quá badv và cmnd , bản hợp_đồng là ok rồi . mẹ kiếp . thất_vọng vô_cùng ."
mình muốn vay tin cháp qua lương. mình đk vay o bidv vi mình luong hang tháng chuyển qua  the budv. neu ko du dk mình sẽ vty ngan hang khac vi họ chỉ cần xem bảng luong va quyet dinh di lam cmtnd hô khau chu ko doi phai lam 12 thang nhu bidv. noi thẳng với cố vấn tôi là bs  làm tại pháp y tỉnh bg. nếu làm sau 12 tháng có lẽ tôi cũng ổn định ko có nhu cầu vay. cái khó của tôi la mới đi làm chư ổn định.,negative,0,mình muốn vay tin cháp qua lương . mình đk vay o bidv_vi mình luong hang tháng chuyển qua the budv . neu không du_dk mình sẽ vty ngan hang khac_vi họ chỉ cần xem bảng luong va_quyet dinh di_lam cmtnd_hô khau_chu không doi phai_lam 12 thang nhu_bidv . noi thẳng với cố_vấn tôi là bs làm tại pháp_y tỉnh bg . nếu làm sau 12 tháng có_lẽ tôi cũng ổn_định không có nhu_cầu vay . cái khó của tôi la mới đi làm chư ổn_định .
haiz . nói như vậy hỏi trên này lm gì trời -_-,negative,0,haiz . nói như_vậy hỏi trên này lm gì trời - _ -
Xàm,negative,0,xàm
Đồng hành cùng BIDV thích nhỉ. Nhiều quà tặng hấp dẫn,positive,2,đồng_hành cùng bidv thích nhỉ . nhiều quà tặng hấp_dẫn
"Qiẹt thẻ lỗi vân báo tin nhăn trừ tiên khách, xong kêt chuyen tiên hang ngay ve may 2 củ ma tiên cho ve dc 800k đt thì bảo đê kiêm tra xong thây sai lai vân la xin lôi, con lậy cụ BIDV chi nhánh Thành đô ah",negative,0,"qiẹt thẻ lỗi_vân báo tin_nhăn trừ tiên_khách , xong kêt chuyen tiên_hang ngay ve_may 2 củ ma_tiên cho ve được 800 k_đt thì bảo đê kiêm_tra xong thây sai lai_vân la xin lôi , con lậy cụ bidv chi_nhánh thành đô ah"
Có thể chuyển tiền vào chiều nay không?,neutral,1,có_thể chuyển tiền vào chiều nay không ?
Mình thấy nhân viên tại chi nhánh thuận thành Bn phụ vụ rất OK mà nhiệt tình. Có lần đi đăng ký dịch vụ ibanking được nv hướng dẫn rất nhiệt tình và chu đáo,positive,2,mình thấy nhân_viên tại chi_nhánh thuận thành bn phụ_vụ rất ok mà nhiệt_tình . có lần đi đăng_ký dịch_vụ ibanking được nv hướng_dẫn rất nhiệt_tình và chu_đáo
"Khó lắm, quảng cáo thì hay",negative,0,"khó lắm , quảng_cáo thì hay"
QUá ruờm rà. Tại sao ko đặt luôn phòng công chứng  trong ngân hàng. Nói thật biết  như này mình sẽ vay ngân hàng khác chứ ko vay bidv nhà mình đâu,negative,0,quá ruờm_rà . tại_sao không đặt luôn phòng công_chứng trong ngân_hàng . nói thật biết như này mình sẽ vay ngân_hàng khác chứ không vay bidv nhà mình đâu
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam thủ tục cũng rườm rà vậy,negative,0,bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam thủ_tục cũng rườm_rà vậy
👍 cặc,negative,0,: thumbs_up : cặc
"Thế Bảo BIDV logo trên đầu lock lịch của mìh chữ in ngc hết, hôm 28 đem lên CN trả lại....ko thấy nói đổi cho khách hàng gì hết,nản",negative,0,"thế bảo bidv logo trên đầu lock_lịch của mìh chữ in ngc hết , hôm 28 đem lên cn trả lại . ko thấy nói đổi cho khách_hàng gì hết , nản"
"# Tetyeuthuong chúc BIDV năm mới làm ăn tấn tới, niềm vui phơi phới",positive,2,"tetyeuthuong chúc bidv năm mới làm_ăn tấn tới , niềm vui phơi phới"
"#Tetyeuthuong Chúc toàn thể cán bộ, anh chị em BIDV nói riêng và tất cả mọi người trên mọi miền tổ quốc nói chung có một cái Tết sum vầy, đầm ấm bên gia đình và người thân, gặt hái nhiều thành công trong năm mới. chúc anh cố vấn all. :-) Tuấn Phan Ly Minh Vuongts",positive,2,"tetyeuthuong chúc toàn_thể cán_bộ , anh_chị_em bidv nói_riêng và tất_cả mọi người trên mọi miền tổ_quốc nói_chung có một cái tết sum_vầy , đầm_ấm bên gia_đình và người_thân , gặt_hái nhiều thành_công trong năm mới . chúc anh cố_vấn all . : - ) tuấn phan_ly_minh vuongts"
Không thấy gì khác ngoài lợi nhuận ban đầu.,neutral,1,không thấy gì khác ngoài lợi_nhuận ban_đầu .
Tôi vẫn chưa hiểu tại sao sao kê tài khoản không thể tải trực tuyến.,neutral,1,tôi vẫn chưa hiểu tại_sao sao kê tài_khoản không_thể tải trực_tuyến .
Khẩu hiệu giàu ý nghĩa. Chuyển tiền...chuyển yêu thương,positive,2,khẩu_hiệu giàu ý_nghĩa . chuyển tiền . chuyển yêu_thương
"Mình chỉ cần gửi đủ 12 triệu đồng để mở thẻ tín dụng của HSBC. Trong khi đó, VCB yêu cầu điều kiện khá cao.",neutral,1,"mình chỉ cần gửi đủ 12 triệu đồng để mở thẻ_tín_dụng của hsbc . trong khi đó , vcb yêu_cầu điều_kiện khá cao ."
"Giới hạn chi tiêu = thẻ tín dụng là khó rồi đó :)) Quẹt quẹt nữa quẹt mãi, nợ ngập đầu, chết xù.",negative,0,"giới_hạn chi_tiêu = thẻ_tín_dụng là khó rồi đó :)) quẹt_quẹt nữa quẹt mãi , nợ ngập đầu , chết xù ."
Thủ tục rườm rà .thua xa việtcombank ở bên cạnh .badv cần fải học hỏi cách làm việc của vcb .nên chú trọng vào khách hành là ng lđ thì sẽ phát triển hơn thật .,negative,0,thủ_tục rườm_rà . thua xa_việtcombank ở bên cạnh . badv cần fải học_hỏi cách làm_việc của vcb . nên chú_trọng vào khách_hành là ng lđ thì sẽ phát_triển hơn thật .
"Chúc mừng BIDV nhé chị Hằng, bạn Hiền, Phương...! Chúc BIDV thành công!",positive,2,"chúc mừng bidv nhé chị hằng , bạn hiền , phương . !_chúc bidv thành_công !"
BIDV có anh cố vẫn nhiệt tình nhất quả đất nè,positive,2,bidv có anh cố vẫn nhiệt_tình nhất quả đất nè
Ngoi nha tuyet voi,positive,2,ngoi nha tuyet voi
công nhận .hẹn 1 kiểu lm  1 kiểu,negative,0,công_nhận . hẹn 1 kiểu lm 1 kiểu
BIDV. là ngân hàng lừa người nghèo khốn nạn nhất quốc gia. Ngu vào đây mà vay tiền.,negative,0,bidv . là ngân_hàng lừa người nghèo khốn_nạn nhất quốc_gia . ngu vào đây mà vay tiền .
Ok cam on a,positive,2,ok cam_on a
"vietcombank gọi hotline 1900545413 gần 10 cuộc không được, toàn ngắt máy ngan, bận máy. NGân hàng chán quá",negative,0,"vietcombank gọi hotline 1900545413 gần 10 cuộc không được , toàn ngắt máy_ngan , bận máy . ngân_hàng chán quá"
Mua bao hiểm bidv ca Nen tranh nha khi bán được bao hiểm roi sau giam dinh đền bù đua ra tro che tai,negative,0,mua bao hiểm_bidv ca nen tranh_nha khi bán được bao hiểm_roi sau giam dinh đền_bù đua ra tro che tai
Mong BIDV ngày càng mở rộng nhá,positive,2,mong bidv ngày_càng mở_rộng nhá
Minh cao intenetbanking ma cu bat doi mat khau đoi kieu j cung keu k đung bực,negative,0,minh cao_intenetbanking ma cu bat doi_mat khau đoi kieu j cung_keu không đung_bực
"Mih cug muon lam the ma thay dang bai nghe de toi chug nhan vien goi thi nghe du thu thu tuc het kho khan,0982120898",negative,0,"mih cug muon_lam the_ma thay dang bai nghe de toi chug nhan_vien goi thi nghe du_thu thu tuc het kho khan , 0982120898"
"E chuyển n' vẫn hết 7.700đ, vừa htrk đi rút bằng bidv giật mình đúng cây mà lại pị trừ phí, k thể chấp nhận đk, chắc chuyển sang ngân hàng khác thôi chứ ntnay thì ""chắc tui chớt""",negative,0,"e chuyển n ' vẫn hết 7.700 đ , vừa htrk đi rút bằng bidv giật_mình đúng cây mà_lại pị trừ_phí , không_thể chấp_nhận đk , chắc chuyển sang ngân_hàng khác thôi chứ ntnay thì "" chắc tui chớt """
Có thể yêu cầu bản sao chứng từ giao dịch không?,neutral,1,có_thể yêu_cầu bản_sao chứng_từ giao_dịch không ?
có Banking của BIDV tiện lợi thật đó,positive,2,có banking của bidv tiện_lợi thật đó
Chúc mừng năm mới # BIDV . # tetyeuthuong,positive,2,chúc_mừng năm mới bidv . tetyeuthuong
"Chúc mừng ""sinh nhật"" lần thứ 54 của Vietcombank. Chúc Vietcombank ngày càng phát triển bền vững, Hưng Thịnh.",positive,2,"chúc_mừng "" sinh_nhật "" lần thứ 54 của vietcombank . chúc vietcombank ngày_càng phát_triển bền_vững , hưng_thịnh ."
"#Tetyeuthuong cùng BIDV phồn vinh, thịnh vượng, an toàn và phủ khắp tỉnh thành. Chúc BIDV phát triển hơn nữa. BIDV niềm tin của mọi nhà. Quang Anh Nguyễn Nam Phong Nguyễn Mobi Lê Sang",positive,2,"tetyeuthuong cùng bidv phồn_vinh , thịnh_vượng , an_toàn và phủ khắp tỉnh_thành . chúc_bidv phát_triển hơn_nữa . bidv niềm tin của mọi nhà . quang anh nguyễn_nam_phong nguyễn_mobi lê sang"
"tẩy chay luôn, bidv trường mình làm chi nhánh tận Đống ĐA hay ở đâu đấy, ra tận đấy mà dùng à, điên cả người, nộp vào mà cũng mất phí , àm ko hề thông báo trước cho khách hàng gì cả",negative,0,"tẩy chay luôn , bidv trường mình làm chi_nhánh tận đống đa hay ở đâu đấy , ra tận đấy mà dùng à , điên cả người , nộp vào mà cũng mất_phí , àm không hề thông_báo trước cho khách_hàng gì cả"
Ngân hàng có thể quy đổi tiền mặt thành chuyển khoản không?,neutral,1,ngân_hàng có_thể quy_đổi tiền_mặt thành chuyển_khoản không ?
Vietcombank la noi gui tron niem tin cua ban.chuc vietcombank cang ngay cang lon manh den moi mien tren lanh tho viet nam minh.,positive,2,vietcombank la_noi gui tron niem tin cua ban.chuc vietcombank cang ngay cang lon_manh den moi mien tren_lanh tho viet nam_minh .
Cam ob ad,positive,2,cam ob admin
A ơi thê ngân hàng ko làm đúng theo văn bản  .thì giơ ngân hàng có bị làm sao ko,negative,0,a ơi thê ngân_hàng_không làm đúng theo văn_bản . thì giơ ngân_hàng có bị làm_sao không
Ui sướng nhỉ,positive,2,ui sướng nhỉ
Câu licks hay sao ấy chứ?bao nhiêu câu khách hàng cần tư vấn mà Add lủi mất tăm.,negative,0,câu licks hay sao ấy chứ ? bao_nhiêu câu khách_hàng cần tư_vấn mà admin lủi mất_tăm .
Ctr tiết kiệm song hàng tiện dụng quá đi,positive,2,ctr tiết_kiệm song hàng tiện_dụng quá đi
1 ngân hàng lớn vậy mà công tác phục vụ khách hàng quá tệ,negative,0,1 ngân_hàng lớn vậy_mà công_tác phục_vụ khách_hàng quá tệ
"# Tetyeuthuong chúc tất cả các anh chị công tác tại Bidv năm mới 2017 dồi dào sức khỏe, thành đạt",positive,2,"tetyeuthuong chúc tất_cả các anh_chị công_tác tại bidv năm mới 2017 dồi_dào sức_khỏe , thành_đạt"
Vietcombank tks ạ,positive,2,vietcombank cảm_ơn ạ
em cảm ơn ạ,positive,2,em cảm_ơn ạ
chúc BIDV luôn thành công hơn nữa nhé,positive,2,chúc bidv luôn thành_công hơn_nữa nhé
BIDV QUÁ  TUYỆT VỜI !,positive,2,bidv quá tuyệt_vời !
Ad a m gui tiet kiem ngay 26 co thay thiep va wa j dau.noi noi xao k a!,negative,0,admin a mình gui tiet kiem ngay 26 co thay thiep va quá j dau.noi noi_xao không a !
"Chào ad . Sáng nay em có thẻ chuẩn tại chi nhánh lấp vò đồng tháp nhưng không anh chị nào trong bank nói về việc này . Để nhận 1tr làm thế nào ạ . Để nhận tiền usd từ nước ngoài về Việt nam ,nên làm thẻ nào ạ . Mã wift code là gì ? Tên quốc tế của bank vcb là gì ạ .tks",negative,0,"chào_admin . sáng nay em có thẻ_chuẩn tại chi_nhánh lấp vò đồng_tháp nhưng không anh_chị nào trong bank nói về việc này . để nhận 1 tr làm thế_nào ạ . để nhận tiền usd từ nước_ngoài về việt_nam , nên làm thẻ nào ạ . mã wift code là gì ? tên quốc_tế của bank vcb là gì ạ . tks"
Ngân hàng bổ sung VCB vào mục chuyển tiền nhanh 24/7 của Bidv Smart Banking.  Khuyêt điểm lớn thế mà lâu ko khắc phục,negative,0,ngân_hàng bổ_sung vcb vào mục chuyển tiền nhanh_24/7 của bidv smart banking . khuyêt_điểm lớn thế mà lâu không khắc_phục
Tôi muốn biết chi nhánh ngân hàng gần tôi nhất.,neutral,1,tôi muốn biết chi_nhánh ngân_hàng gần tôi nhất .
Cám ơn ạ.,positive,2,cám ơn ạ .
"vừa được vay vừa có cơ hội trúng thưởng, hay quá đi bidv",positive,2,"vừa được vay vừa có cơ_hội trúng thưởng , hay quá đi bidv"
# Tetyeuthuong Chúc BIDV ngày càng lớn mạnh và phát triển bền vững,positive,2,tetyeuthuong chúc bidv ngày_càng lớn_mạnh và phát_triển bền_vững
"ua dai thi tot nhug ma cai nhan vien lam the phan biet doi xu xem thuong ngkhac ko mun lam,da ra cai chi nhanh BIDV o nhon trach dong nai lam ma ho noi giong nhu minh ko biet gi ca..botay cai con nguoi cai ca nhan cui bap",negative,0,"ua dai_thi tot nhug ma cai nhan_vien lam_the phan_biet_doi xu xem thuong ngkhac không mun_lam , da ra cai_chi nhanh bidv o nhon trach dong nai_lam ma_ho noi_giong nhu_minh không biet gi ca.botay cai con nguoi cai_ca nhan_cui bap"
Chúng tôi muốn hỏi về khả năng chia sẻ địa chỉ bấm ký trên tài khoản của tôi?,neutral,1,chúng_tôi muốn hỏi về khả_năng chia_sẻ địa_chỉ bấm ký trên tài_khoản của tôi ?
Ko hẳn bạn ơi. Chuyển khoản thì mail báo liền. Nhưng tiền vẫn chưa có. Tấm 15p sau sms đến thì lúc đấy mới có tiền. Haizzzz,negative,0,không hẳn bạn ơi . chuyển_khoản thì mail báo liền . nhưng tiền vẫn chưa có . tấm 15 p sau sms đến thì lúc đấy mới có tiền . haiz
E cảm ơn  nhiều lắm,positive,2,e cảm_ơn nhiều lắm
Mình chuyển t dùm cho ng ta.  Không may do vội và sơ suất nên chuyển nhầm tài khoản.  Có biên lai rõ ràng.  Mình biết đây là do lỗi khách hàng và người chủ tk kia có quyền không trả lại tiền.  nhưng khi mình đến điểm giao dịch nhờ ngân hàng liên lạc vớ i chủ tk kia thuyết phục họ trả lại tiền cho mình.  Nhưng nhân viên bảo k phải lỗi của ngân hàng nên họ không làm.  Năn nỉ mãi thì họ nói để họ liên lạc rồi kêu mình về mà k có câu trả lời. Vậy chất lượng dịch vụ ở đâu. Nếu như ngân hàng chuyển nhầm cho mình thì sao.  Họ có đòi lại số tiền đó và mình có quyền k trả k.  Trong khi đó bạn mình cũng bị trường hợp như vậy mà ngân hàng khác họ liên lạc với chủ tk kia ngay và lấy đc lại tiền,neutral,1,mình chuyển t dùm cho ng ta . không may do vội và sơ_suất nên chuyển nhầm tài_khoản . có biên_lai rõ_ràng . mình biết đây là do lỗi khách_hàng và người chủ_tài_khoản kia có quyền không trả lại tiền . nhưng khi mình đến điểm giao_dịch nhờ ngân_hàng liên_lạc vớ i chủ_tài_khoản kia thuyết_phục họ trả lại tiền cho mình . nhưng nhân_viên bảo không phải lỗi của ngân_hàng nên họ không làm . năn_nỉ mãi thì họ nói để họ liên_lạc rồi kêu mình về mà không có câu trả_lời . vậy chất_lượng dịch_vụ ở đâu . nếu_như ngân_hàng chuyển nhầm cho mình thì sao . họ có đòi lại số tiền đó và mình có quyền không trả k . trong khi đó bạn mình cũng bị trường_hợp như_vậy mà ngân_hàng khác họ liên_lạc với chủ_tài_khoản kia ngay và lấy được lại tiền
"Các quy định, chính sách mới

 hoặc 

Các cơ chế, quy định hiện hành",neutral,1,"các quy_định , chính_sách mới hoặc các cơ_chế , quy_định hiện_hành"
tối qua nhiều người bị.vừa phải ra ngân hàng làm khiếu nại xong.mà cũng mất thời gian mình chờ đợi,negative,0,tối_qua nhiều người bị . vừa_phải ra ngân_hàng làm khiếu_nại xong . mà cũng mất thời_gian mình chờ_đợi
Mình đã đăng ký làm thẻ Visa tại VCB Nha Trang nhưng lâu lắm rồi ko thấy trả lời. Nhờ AD kiểm tra hộ.,negative,0,mình đã đăng_ký làm thẻ visa tại vcb nha_trang nhưng lâu lắm rồi không thấy trả_lời . nhờ admin kiểm_tra hộ .
Tôi không thể hiểu được lý do sau này.,neutral,1,tôi không_thể hiểu được lý_do sau_này .
Tôi có thể đổi PIN vào bất kỳ ngày nào không?,neutral,1,tôi có_thể đổi pin vào bất_kỳ ngày nào không ?
Cám ơn ad nhé,positive,2,cám ơn admin nhé
Mình dùng thẻ vcb vào cây rút ATM của vcb thì ktra tk Ok. Nhưng khi rút và Ck đều ko đc. Ngược lại dùng thẻ vcb vào cây agribank thì Ok . Ko hiểu nổi. Vào ngân hàng vcb thì họ chỉ bảo thẻ bị nhiễm từ phải làm lại.,negative,0,mình dùng thẻ vcb vào cây rút atm của vcb thì ktra tài_khoản ok . nhưng khi rút và ck đều không đc . ngược_lại dùng thẻ vcb vào cây agribank thì ok . không hiểu nổi . vào ngân_hàng vcb thì họ chỉ bảo thẻ bị nhiễm từ phải làm lại .
Bạn mới có ứng dụng mobile banking nào cho phép đăng ký tài khoản không?,neutral,1,bạn mới có ứng_dụng mobile banking nào cho_phép đăng_ký tài_khoản không ?
"Quay số mở thưởng chả bao giờ thấy báo với khách hàng kết quả quay số. Hay ít ra cung nhắn cho quả tin. ""BIDV Rất tiếc vì bạn chưa trúng thưởng lần quay số ngày.... BIDV mong rằng bạn sẽ may mắn ở lần sau"" như thế khách hàng còn đỡ hoang mang.",negative,0,"quay số mở thưởng chả bao_giờ thấy báo với khách_hàng kết_quả quay số . hay ít_ra cung_nhắn cho quả tin . "" bidv rất tiếc vì bạn chưa trúng thưởng lần quay số ngày . bidv mong rằng bạn sẽ may_mắn ở lần sau "" như_thế khách_hàng còn đỡ hoang_mang ."
BIDV 60 năm Tự hào và phát triển bền vững !,positive,2,bidv 60 năm tự_hào và phát_triển bền_vững !
# Tetyeuthuong chúc BIDV thành công và thịnh vượng. Tú Hiền Lê Thu Hiền,positive,2,tetyeuthuong chúc bidv thành_công và thịnh_vượng . tú hiền_lê thu_hiền
nhiều thông tin về sự phát triển của Bidv thích nhỉ,positive,2,nhiều thông_tin về sự phát_triển của bidv thích nhỉ
